timestamp,open,high,low,close,volume
2024-01-01 00:00:00,101.6341,101.7182,101.3171,101.3854,303
2024-01-01 01:00:00,101.3027,101.3192,101.1061,101.1526,628
2024-01-01 02:00:00,101.233,101.308,100.8473,101.0902,882
2024-01-01 03:00:00,101.7214,101.8228,101.43,101.7093,947
2024-01-01 04:00:00,100.9729,101.2647,100.903,101.1258,942
2024-01-01 05:00:00,101.0116,101.2063,100.7548,100.966,206
2024-01-01 06:00:00,101.1474,101.314,100.7355,101.0985,155
2024-01-01 07:00:00,99.6625,99.7947,99.4458,99.7428,527
2024-01-01 08:00:00,100.5198,100.7491,100.35,100.5673,465
2024-01-01 09:00:00,100.9452,101.3399,100.6835,101.0426,897
2024-01-01 10:00:00,100.7122,101.0071,100.2688,100.522,179
2024-01-01 11:00:00,100.3896,100.6031,100.1392,100.3478,985
2024-01-01 12:00:00,101.0662,101.3933,100.9193,101.1314,120
2024-01-01 13:00:00,101.0467,101.3359,100.6361,100.7942,635
2024-01-01 14:00:00,100.6987,101.1416,100.4891,100.8054,792
2024-01-01 15:00:00,99.3235,99.8988,99.1779,99.5291,393
2024-01-01 16:00:00,99.8454,100.0935,99.5116,99.9255,661
2024-01-01 17:00:00,100.2701,100.4429,99.8104,100.1002,988
2024-01-01 18:00:00,100.4484,100.8752,100.1391,100.5279,853
2024-01-01 19:00:00,99.1802,99.5363,98.7378,99.1411,176
2024-01-01 20:00:00,100.7544,101.1085,100.3302,100.6886,628
2024-01-01 21:00:00,100.8458,100.8802,100.3437,100.686,393
2024-01-01 22:00:00,100.5214,100.8201,100.2838,100.6421,779
2024-01-01 23:00:00,102.3337,102.4665,102.1525,102.3409,587
2024-01-02 00:00:00,102.1294,102.4836,101.6988,102.2107,101
2024-01-02 01:00:00,101.0302,101.3259,100.8971,101.1203,184
2024-01-02 02:00:00,100.8603,101.1147,100.7218,100.9095,212
2024-01-02 03:00:00,98.8403,99.2537,98.7268,99.0675,563
2024-01-02 04:00:00,99.8926,100.223,99.593,99.815,278
2024-01-02 05:00:00,99.5148,99.6855,99.1522,99.3945,124
2024-01-02 06:00:00,98.9251,99.4248,98.6217,99.1215,322
2024-01-02 07:00:00,100.0031,100.2585,99.7625,99.9404,356
2024-01-02 08:00:00,98.3999,98.698,98.3729,98.4623,503
2024-01-02 09:00:00,98.9916,99.2378,98.6804,98.9127,196
2024-01-02 10:00:00,97.0516,97.323,96.7538,97.1119,497
2024-01-02 11:00:00,96.7637,96.9049,96.5601,96.8142,580
2024-01-02 12:00:00,95.6364,95.908,95.4184,95.6055,743
2024-01-02 13:00:00,97.0473,97.3187,96.6879,96.9446,352
2024-01-02 14:00:00,98.7921,98.9777,98.2432,98.5869,327
2024-01-02 15:00:00,98.4994,98.8213,98.3056,98.5482,480
2024-01-02 16:00:00,99.1921,99.482,99.0808,99.1391,878
2024-01-02 17:00:00,99.1649,99.2367,99.005,99.1489,227
2024-01-02 18:00:00,99.5042,99.8597,99.3204,99.674,673
2024-01-02 19:00:00,99.0632,99.2189,99.0234,99.0437,117
2024-01-02 20:00:00,97.5462,97.6557,97.1673,97.4446,314
2024-01-02 21:00:00,95.7977,96.2576,95.6741,96.0254,959
2024-01-02 22:00:00,96.488,96.6309,96.2369,96.5152,368
2024-01-02 23:00:00,98.3567,98.5785,98.137,98.4219,268
2024-01-03 00:00:00,98.7879,99.0125,98.4585,98.6276,293
2024-01-03 01:00:00,98.2555,98.4905,97.8053,98.1683,979
2024-01-03 02:00:00,100.1676,100.3998,99.9433,100.0874,144
2024-01-03 03:00:00,100.4631,100.8865,100.1717,100.3047,700
2024-01-03 04:00:00,100.3901,100.6123,100.1607,100.4627,361
2024-01-03 05:00:00,100.5974,100.9767,100.3133,100.7516,903
2024-01-03 06:00:00,100.6682,100.7476,100.3338,100.5338,529
2024-01-03 07:00:00,100.5377,100.7858,100.429,100.5309,155
2024-01-03 08:00:00,99.1742,99.5501,98.9049,99.2348,785
2024-01-03 09:00:00,99.6514,100.0267,99.3909,99.7053,237
2024-01-03 10:00:00,99.7263,99.8627,99.2931,99.7007,461
2024-01-03 11:00:00,100.5251,101.0659,100.3471,100.8939,615
2024-01-03 12:00:00,100.4529,100.8509,100.2314,100.5247,645
2024-01-03 13:00:00,98.7152,98.9592,98.5718,98.7686,455
2024-01-03 14:00:00,98.8434,99.2264,98.7921,98.9306,123
2024-01-03 15:00:00,100.3199,100.453,100.1123,100.3502,846
2024-01-03 16:00:00,99.9869,100.3642,99.7018,100.0259,936
2024-01-03 17:00:00,99.3122,99.6149,99.0926,99.1914,598
2024-01-03 18:00:00,98.1765,98.5705,98.0439,98.3241,923
2024-01-03 19:00:00,97.427,97.5472,97.2411,97.3236,655
2024-01-03 20:00:00,97.1399,97.3403,96.8058,97.1562,854
2024-01-03 21:00:00,96.1584,96.4562,96.0217,96.2411,482
2024-01-03 22:00:00,97.5223,97.8237,97.2643,97.5974,739
2024-01-03 23:00:00,97.4809,97.6808,97.3673,97.4913,852
2024-01-04 00:00:00,97.5266,97.7461,97.319,97.568,246
2024-01-04 01:00:00,98.9343,99.1536,98.704,98.8415,476
2024-01-04 02:00:00,100.3328,100.6724,100.2172,100.2519,670
2024-01-04 03:00:00,100.0628,100.0935,99.855,100.0927,888
2024-01-04 04:00:00,100.5492,100.6196,100.2964,100.5568,717
2024-01-04 05:00:00,101.2386,101.2841,101.1975,101.2059,379
2024-01-04 06:00:00,101.1115,101.2428,100.8565,101.039,713
2024-01-04 07:00:00,99.4901,99.6404,99.3333,99.6144,235
2024-01-04 08:00:00,100.1265,100.4341,100.0343,100.1788,594
2024-01-04 09:00:00,101.1026,101.3122,100.8027,100.9775,353
2024-01-04 10:00:00,101.6662,101.8409,101.2908,101.2968,372
2024-01-04 11:00:00,100.5838,100.8424,100.3588,100.7106,990
2024-01-04 12:00:00,100.5939,100.8095,100.2457,100.5643,924
2024-01-04 13:00:00,100.0221,100.2817,99.9483,100.0639,384
2024-01-04 14:00:00,99.9175,100.1505,99.6021,99.7956,962
